subject	task_experience_response	task_experience_other_response	open_ended_feedback_response
62cd8af88ff531583cbd24a9	No	NA	NA
62d09418cbdaeabefbbf9893	No	NA	Fun game. I think my right side won.
62d6e24cf74647ef51a16300	No	NA	NA
62d8e75cba698660a22802c7	No	NA	NA
62dd2f0668b37a65531fae67	No	NA	I am dyslexic.
62df4f5f6812864868e9ea66	No	NA	NA
62dfdd3c61b792d28de9d0e3	No	NA	NA
62e02537aeee3cf7f450869e	No	NA	NA
62e0c93d54972f434349eda3	No	NA	NA
62e29cbc8c0f3271aae4d7bf	No	NA	NA
62e2d5c238c450c3579dfa91	No	NA	NA
62e7f9fec0521e596587319d	No	NA	NA
62ea3271cc6c19525f896495	No	NA	When I scrolled to see if there was any more before the first test it wouldn't let me progress and I had to restart.
62ec219e5f3634408fb35580	No	NA	No
62ec3412706175ea98e11fba	No	NA	NA
62ecae2ce56ea262113d808d	No	NA	NA
62ecb2993d7ecd89154af5d4	No	NA	NA
62eee9fbde439d5853ce2efb	No	NA	NA
62f41a3f40490ce7273873ec	No	NA	N/A
62f58a7129fb13cf46a08ae0	No	NA	NA
62f975cbc3507ecf77180d00	No	NA	NA
62f9fbc07e4fc1bfe47070e5	No	NA	n/a
62fb9a3f8da41fb2b6d28121	No	NA	This was absolutely irritating. I wear glasses though, so I already have shitty sight. I know for sure I got at least 5 wrong with my left hand.
63026053812fe400f2929701	No	NA	NA
630345dd92f26599c777a5fc	No	NA	I'm going crosseyed
6303fb5b692c378ba1d010f9	No	NA	NA
6306f070d4f94e56cb544400	No	NA	NA
6307a60f9142d2c42021840d	No	NA	NA
630ab689392291ba70d7fd3d	No	NA	NA
630c1ad62af2905fb5bb3d1d	No	NA	This was neat.
630d42ab004b0f34fcf4b52e	No	NA	NA
630dd0429f7ec338d28e2de1	No	NA	NA
63106ea4e8fe9c6cd32bf358	No	NA	NA
6310b35d758f80e9cf3f4e41	No	NA	I'm mixed handed, I use right hand for most """"daily"""" tasks ie writing, cutting, etc (although I can switch with cutting/using utensils) and my left hands for more sporty things, holding a bat, playing hockey, volleyball, tennis etc.
6310dbdfda69599720736665	No	NA	NA
6314395ce933c9b91e9be41a	No	NA	NA
63162e1bbde3c4bb1d9d92a3	No	NA	NA
63178a6f2213dd2fe9ef8500	No	NA	NA
63180ae1ae5d3ee3257d1e9e	No	NA	No, it was very interesting and well-explained, thanks.
631a1f357c56acbb68d5dc14	No	NA	NA
631a68ee10ec68377cb03457	No	NA	NA
631b593a9bb21bb86ea260a7	No	NA	NA
631bb11a022ba038ef69e7b1	No	NA	I've been diagnosed with autism. I'm just adding that because as a developmental disorder, it can have all kinds of weird effects!
631bcfaa7faf35d3abb91cbc	No	NA	NA
631c790a9061cd8137fd215b	No	NA	NA
631db394e0e9e27b3d1dbcb7	No	NA	NA
631e3ba1714b8e7f8fe9338d	No	NA	NA
631fc3e54c3c0515402fdd17	No	NA	NA
63211a687695b2182a38207f	No	NA	straightforward
63222da004d65dff83fd1de4	No	NA	NA
63235c5bf70d8e4f79b205cd	No	NA	NA
6323781f75962af097c34b5e	No	NA	NA
6323a90c380df6eb64255d6f	No	NA	NA
632436c12617a96bb55a2ca8	No	NA	NA
632f7d0761bce49001d13953	No	NA	NA
6330aa1c7f5f79e3707b7ea6	No	NA	NA
6330e50102d0e9d363d139b2	No	NA	My left hand felt more intuitive, although it may have been the fact that is was the second round and i had gotten use to the experiment by then. I am left handed for writing but say my right hand gets used for pretty much everything else.
6330f30b973410dadd20eb64	No	NA	NA
6333813956b0fd924b64a4d0	No	NA	NA
6337b9604370dd57643b81a0	No	NA	NA
6339759d40c0cfec41fac4cb	No	NA	N/A
633d9eb9721ed1d1b6df11af	Yes	Owen	NA
6340b7955ab968e4426eb476	No	NA	NA
6340d2fa46f2d707e146b63b	No	NA	NA
634694a1401b066cb71e4c82	No	NA	NA
6346dbb7ecb073d075e68282	No	NA	NA
6348845d31edff3dff1b7799	No	NA	NA
634ef87aec0966557c825573	No	NA	N/A
6350714b7f29a002b46db87a	No	NA	NA
635407b0f2c5045f78bd9326	No	NA	NA
63615e9372b4e1caf8f9585b	No	NA	NA
636162be3bacd9edefc8d894	No	NA	Interactive study, shows ambidextrious prowess.
63616c4bc6ecb76a9f0a5f21	No	NA	this was a fun experiment. I enjoyed testing my reaction time. it would be interesting to know which hand I did better with.
63657781c04fe648496b9bab	No	NA	Thank you for the opportunity to press buttons for science!
636577d277247b6a9c0dc54c	No	NA	NA
6369dd3bd6a643dc7b42ce62	No	NA	NA
636bd30e14a5a0787697f56b	No	NA	that was fun and very interesting
637eb25c87f98741f9619017	No	NA	NA
638e39edc03272bc8071cbb6	No	NA	NA
