subject	time_elapsed_ms	blocknum	block_type	block_response	trialnum	target	level	field	target_present	response	correct	rt	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total	age	country	sex	education	race	hispanic_ethnicity	task_experience_response	task_experience_other_response	open_ended_feedback_response
5dee933631a7e05381da6b02	451094	4	main	z	20	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	452266	4	main	z	21	absent	absent	absent	no	present	0	252	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	453722	4	main	z	22	square	global	LVF	yes	present	1	357	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	454978	4	main	z	23	square	local	LVF	yes	present	1	312	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	456290	4	main	z	24	square	local	LVF	yes	present	1	356	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	459202	4	main	z	25	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	460418	4	main	z	26	square	local	LVF	yes	present	1	263	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	461930	4	main	z	27	circle	local	RVF	yes	present	1	440	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	463206	4	main	z	28	circle	local	LVF	yes	present	1	371	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	464418	4	main	z	29	square	global	RVF	yes	present	1	326	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	465610	4	main	z	30	circle	global	RVF	yes	present	1	283	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	466770	4	main	z	31	circle	global	LVF	yes	present	1	242	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	468034	4	main	z	32	square	local	RVF	yes	present	1	322	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	469322	4	main	z	33	circle	global	LVF	yes	present	1	392	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	470458	4	main	z	34	absent	absent	absent	no	present	0	243	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	471998	4	main	z	35	square	global	LVF	yes	present	1	371	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	473098	4	main	z	36	square	global	RVF	yes	present	1	230	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	474466	4	main	z	37	circle	local	RVF	yes	present	1	447	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	475682	4	main	z	38	circle	local	LVF	yes	present	1	295	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	476858	4	main	z	39	square	global	LVF	yes	present	1	303	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	477978	4	main	z	40	square	global	LVF	yes	present	1	222	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	479162	4	main	z	41	square	local	RVF	yes	present	1	255	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	480330	4	main	z	42	square	local	LVF	yes	present	1	255	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	481490	4	main	z	43	square	local	LVF	yes	present	1	264	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	482698	4	main	z	44	square	local	LVF	yes	present	1	305	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	483914	4	main	z	45	circle	local	RVF	yes	present	1	319	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	485123	4	main	z	46	square	local	RVF	yes	present	1	293	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	488031	4	main	z	47	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	489338	4	main	z	48	circle	local	RVF	yes	present	1	337	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	490482	4	main	z	49	square	global	RVF	yes	present	1	231	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	491658	4	main	z	50	square	global	RVF	yes	present	1	239	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	492818	4	main	z	51	circle	local	RVF	yes	present	1	247	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	495721	4	main	z	52	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	497042	4	main	z	53	square	local	RVF	yes	present	1	334	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	499926	4	main	z	54	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	503029	4	main	z	55	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	505782	4	main	z	56	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	508735	4	main	z	57	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	511771	4	main	z	58	absent	absent	absent	no	absent	1	2000	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	513146	4	main	z	59	circle	global	LVF	yes	present	1	355	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	514418	4	main	z	60	circle	local	RVF	yes	present	1	342	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	515642	4	main	z	61	circle	global	RVF	yes	present	1	333	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	516874	4	main	z	62	square	global	LVF	yes	present	1	363	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	517978	4	main	z	63	square	local	LVF	yes	present	1	249	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	519122	4	main	z	64	square	global	LVF	yes	present	1	226	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	520430	4	main	z	65	circle	local	LVF	yes	present	1	370	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	521530	4	main	z	66	square	local	RVF	yes	present	1	247	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	522682	4	main	z	67	circle	global	LVF	yes	present	1	231	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	523770	4	main	z	68	square	global	RVF	yes	present	1	219	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	524954	4	main	z	69	square	global	RVF	yes	present	1	269	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	526082	4	main	z	70	circle	global	LVF	yes	present	1	245	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	527210	4	main	z	71	circle	local	LVF	yes	present	1	238	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	528354	4	main	z	72	circle	local	LVF	yes	present	1	248	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	529466	4	main	z	73	square	global	LVF	yes	present	1	243	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	530570	4	main	z	74	circle	global	RVF	yes	present	1	212	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	531658	4	main	z	75	circle	global	LVF	yes	present	1	198	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	532778	4	main	z	76	circle	global	RVF	yes	present	1	234	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	533882	4	main	z	77	absent	absent	absent	no	present	0	203	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	536196	4	main	z	78	circle	global	RVF	yes	present	1	373	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	537306	4	main	z	79	circle	local	LVF	yes	present	1	257	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5dee933631a7e05381da6b02	538474	4	main	z	80	square	global	LVF	yes	present	1	274	25	25	25	25	100	33	US	Male	16	Black or African American	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	334694	1	practice	z	1	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	341687	1	practice	z	2	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	345122	1	practice	z	3	circle	global	RVF	yes	present	1	684	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	348141	1	practice	z	4	circle	local	RVF	yes	present	1	821	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	351948	1	practice	z	5	absent	absent	absent	no	present	0	1229	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	355849	1	practice	z	6	circle	local	RVF	yes	present	1	1813	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	361325	1	practice	z	7	circle	global	RVF	yes	present	1	1639	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	365353	1	practice	z	8	square	local	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	368811	1	practice	z	9	circle	global	LVF	yes	present	1	1375	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	372020	1	practice	z	10	square	global	LVF	yes	present	1	1000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	374811	1	practice	z	11	circle	local	RVF	yes	present	1	858	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	378702	1	practice	z	12	square	global	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	381887	1	practice	z	13	absent	absent	absent	no	present	0	1051	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	385212	1	practice	z	14	square	global	LVF	yes	present	1	843	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	389519	1	practice	z	15	square	local	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	392499	1	practice	z	16	circle	global	LVF	yes	present	1	913	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	409013	2	main	z	1	square	local	LVF	yes	present	1	1113	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	411390	2	main	z	2	square	global	LVF	yes	present	1	1047	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	414473	2	main	z	3	circle	global	LVF	yes	present	1	1289	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	416787	2	main	z	4	circle	global	LVF	yes	present	1	790	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	419900	2	main	z	5	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	421850	2	main	z	6	square	global	LVF	yes	present	1	817	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	424901	2	main	z	7	square	global	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	426914	2	main	z	8	square	global	RVF	yes	present	1	1097	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	428979	2	main	z	9	square	local	RVF	yes	present	1	1046	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	430911	2	main	z	10	circle	local	LVF	yes	present	1	911	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	434117	2	main	z	11	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	436177	2	main	z	12	circle	global	LVF	yes	present	1	927	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	438548	2	main	z	13	absent	absent	absent	no	present	0	1268	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	440641	2	main	z	14	absent	absent	absent	no	present	0	1174	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	443666	2	main	z	15	square	global	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	445750	2	main	z	16	square	local	RVF	yes	present	1	1084	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	447772	2	main	z	17	circle	global	RVF	yes	present	1	1006	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	449776	2	main	z	18	circle	local	RVF	yes	present	1	893	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	451823	2	main	z	19	absent	absent	absent	no	present	0	1089	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	454783	2	main	z	20	square	local	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	456991	2	main	z	21	circle	local	LVF	yes	present	1	859	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	459111	2	main	z	22	circle	global	RVF	yes	present	1	1045	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	461544	2	main	z	23	circle	global	RVF	yes	present	1	1462	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	464600	2	main	z	24	square	local	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	467723	2	main	z	25	circle	global	RVF	yes	present	1	691	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	471149	2	main	z	26	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	473152	2	main	z	27	absent	absent	absent	no	present	0	803	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	477616	2	main	z	28	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	479696	2	main	z	29	square	local	LVF	yes	present	1	764	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	482581	2	main	z	30	square	local	RVF	yes	present	1	1766	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	485328	2	main	z	31	circle	global	LVF	yes	present	1	1946	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	488682	2	main	z	32	circle	local	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	491682	2	main	z	33	circle	local	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	493803	2	main	z	34	square	global	RVF	yes	present	1	721	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	495743	2	main	z	35	circle	local	RVF	yes	present	1	760	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	497684	2	main	z	36	square	global	LVF	yes	present	1	868	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	499645	2	main	z	37	circle	local	RVF	yes	present	1	962	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	501657	2	main	z	38	square	local	LVF	yes	present	1	1075	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	503514	2	main	z	39	square	global	RVF	yes	present	1	848	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	505497	2	main	z	40	circle	local	RVF	yes	present	1	981	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	508465	2	main	z	41	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	510445	2	main	z	42	square	global	RVF	yes	present	1	795	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	512343	2	main	z	43	circle	global	RVF	yes	present	1	928	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	515282	2	main	z	44	circle	local	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	518115	2	main	z	45	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	519884	2	main	z	46	square	local	RVF	yes	present	1	720	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	522220	2	main	z	47	circle	global	RVF	yes	present	1	1022	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	524634	2	main	z	48	circle	local	LVF	yes	present	1	1270	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	526813	2	main	z	49	circle	global	RVF	yes	present	1	1099	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	529879	2	main	z	50	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	532614	2	main	z	51	square	local	LVF	yes	present	1	1200	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	561216	2	main	z	52	square	local	LVF	yes	present	1	1136	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	564497	2	main	z	53	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	566267	2	main	z	54	absent	absent	absent	no	present	0	736	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	568473	2	main	z	55	circle	local	LVF	yes	present	1	926	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	570682	2	main	z	56	square	global	LVF	yes	present	1	985	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	572821	2	main	z	57	square	local	RVF	yes	present	1	996	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	574878	2	main	z	58	square	global	RVF	yes	present	1	997	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	577914	2	main	z	59	square	local	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	580089	2	main	z	60	circle	global	LVF	yes	present	1	959	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	582844	2	main	z	61	absent	absent	absent	no	present	0	1414	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	584672	2	main	z	62	circle	local	RVF	yes	present	1	643	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	587347	2	main	z	63	square	global	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	589002	2	main	z	64	circle	local	LVF	yes	present	1	673	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	592347	2	main	z	65	square	local	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	595396	2	main	z	66	square	global	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	597729	2	main	z	67	circle	local	RVF	yes	present	1	1216	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	599981	2	main	z	68	circle	global	RVF	yes	present	1	1119	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	602203	2	main	z	69	absent	absent	absent	no	present	0	1157	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	605280	2	main	z	70	circle	local	RVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	607273	2	main	z	71	square	local	LVF	yes	present	1	847	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	610763	2	main	z	72	circle	global	LVF	yes	absent	0	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	612597	2	main	z	73	square	local	LVF	yes	present	1	401	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	614853	2	main	z	74	square	global	RVF	yes	present	1	672	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	616722	2	main	z	75	square	global	LVF	yes	present	1	846	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	618547	2	main	z	76	circle	global	LVF	yes	present	1	802	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	620471	2	main	z	77	square	global	LVF	yes	present	1	823	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	623449	2	main	z	78	absent	absent	absent	no	absent	1	2000	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	627973	2	main	z	79	circle	global	LVF	yes	present	1	1708	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	630343	2	main	z	80	circle	local	RVF	yes	present	1	914	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	778533	3	practice	slash	1	circle	local	RVF	yes	present	1	1473	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	781867	3	practice	slash	2	circle	local	RVF	yes	present	1	743	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	785224	3	practice	slash	3	circle	global	LVF	yes	present	1	898	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	787876	3	practice	slash	4	square	local	LVF	yes	present	1	716	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
5e5731e3e1e8b90e25c1f3a2	791023	3	practice	slash	5	absent	absent	absent	no	present	0	946	12.5	12.5	12.5	12.5	50	40	US	Male	16	White	No	No	NA	NA
